Name,observation_value,Trait,Year
PI91108N,43,protein,2021
PI91120-3,43,protein,2021
PI319534C,43,protein,2021
PI372421A,43,protein,2021
PI379559D,43,protein,2021
PI404188A,43,protein,2021
PI407872B,43,protein,2021
PI408074A,43,protein,2021
PI408092C,43,protein,2021
PI408167A,43,protein,2021
PI408229C,43,protein,2021
PI408281B,43,protein,2021
PI408311-2,43,protein,2021
PI423890C,43,protein,2021
PI424164B,43,protein,2021
PI424227B,43,protein,2021
PI424237A,43,protein,2021
PI424444B,43,protein,2021
PI424489B,43,protein,2021
PI424535B,43,protein,2021
PI424549B,43,protein,2021
PI437088B,43,protein,2021
PI437121A,43,protein,2021
PI437129B,43,protein,2021
PI437839A,43,protein,2021
PI437853B,43,protein,2021
PI437991A,43,protein,2021
PI438016B,43,protein,2021
PI438105B,43,protein,2021
PI438111B,43,protein,2021
PI438254A,43,protein,2021
PI442007A,43,protein,2021
PI445816A,43,protein,2021
PI445820B,43,protein,2021
PI445820A,43,protein,2021
PI458060B,43,protein,2021
PI458112A,43,protein,2021
PI507062B,43,protein,2021
PI507089B,43,protein,2021
PI507286A,43,protein,2021
PI507406A,43,protein,2021
PI507686C,43,protein,2021
PI512322A,43,protein,2021
PI518291A,43,protein,2021
PI561300A,43,protein,2021
PI561302B,43,protein,2021
PI561304A,43,protein,2021
PI561318B,43,protein,2021
PI378699A,43,protein,2021
PI468397B,43,protein,2021
PI587956,43,protein,2021
PI587888,43,protein,2021
PI587833,43,protein,2021
PI567301B,43,protein,2021
PI567336B,43,protein,2021
PI567419A,43,protein,2021
PI567779B,43,protein,2021
PI567217A,43,protein,2021
PI578329C,43,protein,2021
PI578401C,43,protein,2021
PI578428A,43,protein,2021
PI578477B,43,protein,2021
PI592920,43,protein,2021
PI593941,43,protein,2021
PI593946,43,protein,2021
PI594016,43,protein,2021
PI594279,43,protein,2021
PI587597A,43,protein,2021
PI587742C,43,protein,2021
PI587572B,43,protein,2021
PI587814C,43,protein,2021
PI592907D,43,protein,2021
PI578353A,43,protein,2021
PI592912A,43,protein,2021
PI596540,43,protein,2021
PI597443,43,protein,2021
PI597655,43,protein,2021
PI603389,43,protein,2021
PI603456,43,protein,2021
PI603600,43,protein,2021
PI423743C,43,protein,2021
PI594023B,43,protein,2021
PI594409B,43,protein,2021
PI594439A,43,protein,2021
PI594456B,43,protein,2021
PI597403B,43,protein,2021
PI603419B,43,protein,2021
PI603443A,43,protein,2021
PI603571A,43,protein,2021
PI603915D,43,protein,2021
PI612617B,43,protein,2021
PI605787D,43,protein,2021
PI617045,43,protein,2021
FC31416,43.1,protein,2021
PI62199,43.1,protein,2021
PI68446,43.1,protein,2021
PI68455,43.1,protein,2021
PI68768,43.1,protein,2021
PI70528,43.1,protein,2021
PI79862,43.1,protein,2021
PI80841,43.1,protein,2021
PI81037,43.1,protein,2021
PI82246,43.1,protein,2021
PI83881,43.1,protein,2021
PI83946,43.1,protein,2021
PI84639,43.1,protein,2021
PI84912,43.1,protein,2021
PI84970,43.1,protein,2021
PI86154,43.1,protein,2021
PI87614,43.1,protein,2021
PI87630,43.1,protein,2021
PI88783,43.1,protein,2021
PI88886,43.1,protein,2021
PI89162,43.1,protein,2021
PI89168,43.1,protein,2021
PI89773,43.1,protein,2021
PI90566,43.1,protein,2021
PI90579,43.1,protein,2021
PI91679,43.1,protein,2021
PI92654,43.1,protein,2021
PI96199,43.1,protein,2021
PI98243,43.1,protein,2021
PI103080,43.1,protein,2021
PI153278,43.1,protein,2021
PI153299,43.1,protein,2021
PI157404,43.1,protein,2021
PI157483,43.1,protein,2021
PI159926,43.1,protein,2021
PI171428,43.1,protein,2021
PI180529,43.1,protein,2021
PI181544,43.1,protein,2021
PI181545,43.1,protein,2021
PI181547,43.1,protein,2021
PI181558,43.1,protein,2021
PI181568,43.1,protein,2021
PI189883,43.1,protein,2021
PI196157,43.1,protein,2021
PI200446,43.1,protein,2021
PI224271,43.1,protein,2021
PI229313,43.1,protein,2021
PI229351,43.1,protein,2021
PI243546,43.1,protein,2021
PI258384,43.1,protein,2021
PI290151,43.1,protein,2021
PI297520,43.1,protein,2021
PI297548,43.1,protein,2021
PI303653,43.1,protein,2021
PI323566,43.1,protein,2021
PI323576,43.1,protein,2021
PI326579,43.1,protein,2021
PI340006,43.1,protein,2021
PI342004,43.1,protein,2021
PI361063,43.1,protein,2021
PI371612,43.1,protein,2021
PI377578,43.1,protein,2021
PI378657,43.1,protein,2021
PI378679,43.1,protein,2021
PI398259,43.1,protein,2021
PI398327,43.1,protein,2021
PI398346,43.1,protein,2021
PI398357,43.1,protein,2021
PI398484,43.1,protein,2021
PI398552,43.1,protein,2021
PI398559,43.1,protein,2021
PI398841,43.1,protein,2021
PI398842,43.1,protein,2021
PI398845,43.1,protein,2021
PI398893,43.1,protein,2021
PI398915,43.1,protein,2021
PI398928,43.1,protein,2021
PI404166,43.1,protein,2021
PI407255,43.1,protein,2021
PI407720,43.1,protein,2021
PI407722,43.1,protein,2021
PI407964,43.1,protein,2021
PI408031,43.1,protein,2021
PI408340,43.1,protein,2021
PI416759,43.1,protein,2021
PI416782,43.1,protein,2021
PI416825,43.1,protein,2021
PI416847,43.1,protein,2021
PI416861,43.1,protein,2021
PI416862,43.1,protein,2021
PI416958,43.1,protein,2021
PI416967,43.1,protein,2021
PI417152,43.1,protein,2021
PI417184,43.1,protein,2021
PI417203,43.1,protein,2021
PI417234,43.1,protein,2021
PI417252,43.1,protein,2021
PI417279,43.1,protein,2021
PI417353,43.1,protein,2021
PI417422,43.1,protein,2021
PI417449,43.1,protein,2021
PI417481,43.1,protein,2021
PI417515,43.1,protein,2021
PI423793,43.1,protein,2021
PI423854,43.1,protein,2021
PI423855,43.1,protein,2021
PI423919,43.1,protein,2021
PI424263,43.1,protein,2021
PI424307,43.1,protein,2021
PI424310,43.1,protein,2021
PI424358,43.1,protein,2021
PI424438,43.1,protein,2021
PI424494,43.1,protein,2021
PI424617,43.1,protein,2021
PI430622,43.1,protein,2021
PI437097,43.1,protein,2021
PI437175,43.1,protein,2021
PI437185,43.1,protein,2021
PI437198,43.1,protein,2021
PI437244,43.1,protein,2021
PI437317,43.1,protein,2021
PI437374,43.1,protein,2021
PI437510,43.1,protein,2021
PI437576,43.1,protein,2021
PI437581,43.1,protein,2021
PI437585,43.1,protein,2021
PI437710,43.1,protein,2021
PI437729,43.1,protein,2021
PI437809,43.1,protein,2021
PI437821,43.1,protein,2021
PI437835,43.1,protein,2021
PI437855,43.1,protein,2021
PI437994,43.1,protein,2021
PI438103,43.1,protein,2021
PI438146,43.1,protein,2021
PI438218,43.1,protein,2021
PI438225,43.1,protein,2021
PI438242,43.1,protein,2021
PI438293,43.1,protein,2021
PI438480,43.1,protein,2021
PI458031,43.1,protein,2021
PI458056,43.1,protein,2021
PI458075,43.1,protein,2021
PI458078,43.1,protein,2021
PI458104,43.1,protein,2021
PI458129,43.1,protein,2021
PI458204,43.1,protein,2021
PI464898,43.1,protein,2021
PI467328,43.1,protein,2021
PI499957,43.1,protein,2021
PI504507,43.1,protein,2021
PI506499,43.1,protein,2021
PI506510,43.1,protein,2021
PI506523,43.1,protein,2021
PI506559,43.1,protein,2021
PI506671,43.1,protein,2021
PI506690,43.1,protein,2021
PI506692,43.1,protein,2021
PI506736,43.1,protein,2021
PI506777,43.1,protein,2021
PI506783,43.1,protein,2021
PI506953,43.1,protein,2021
PI506960,43.1,protein,2021
PI506973,43.1,protein,2021
PI506984,43.1,protein,2021
PI507007,43.1,protein,2021
PI507014,43.1,protein,2021
PI507022,43.1,protein,2021
PI507104,43.1,protein,2021
PI507149,43.1,protein,2021
PI507207,43.1,protein,2021
PI507210,43.1,protein,2021
PI507214,43.1,protein,2021
PI507241,43.1,protein,2021
PI507309,43.1,protein,2021
PI507325,43.1,protein,2021
PI507325,43.1,protein,2021
PI507359,43.1,protein,2021
PI507394,43.1,protein,2021
PI507396,43.1,protein,2021
PI507405,43.1,protein,2021
PI507415,43.1,protein,2021
PI507488,43.1,protein,2021
PI507512,43.1,protein,2021
PI507547,43.1,protein,2021
PI507571,43.1,protein,2021
PI507721,43.1,protein,2021
PI507761,43.1,protein,2021
PI507789,43.1,protein,2021
PI507847,43.1,protein,2021
PI509104,43.1,protein,2021
PI511813,43.1,protein,2021
PI518672,43.1,protein,2021
PI518759,43.1,protein,2021
PI522197,43.1,protein,2021
PI536009,43.1,protein,2021
PI543856,43.1,protein,2021
PI547637,43.1,protein,2021
PI548298,43.1,protein,2021
PI548318,43.1,protein,2021
PI548347,43.1,protein,2021
PI548382,43.1,protein,2021
PI548446,43.1,protein,2021
PI548524,43.1,protein,2021
PI548555,43.1,protein,2021
PI548570,43.1,protein,2021
PI548625,43.1,protein,2021
PI548695,43.1,protein,2021
PI548989,43.1,protein,2021
PI561274,43.1,protein,2021
PI561291,43.1,protein,2021
PI561306,43.1,protein,2021
PI561368,43.1,protein,2021
PI561396,43.1,protein,2021
PI561700,43.1,protein,2021
PI567169,43.1,protein,2021
PI567208,43.1,protein,2021
PI567242,43.1,protein,2021
PI567334,43.1,protein,2021
PI567391,43.1,protein,2021
PI567420,43.1,protein,2021
PI568236,43.1,protein,2021
PI578373,43.1,protein,2021
PI584469,43.1,protein,2021
FC19979-2,43.1,protein,2021
PI54610-1,43.1,protein,2021
PI60269-2,43.1,protein,2021
PI68479-1,43.1,protein,2021
PI68748-1,43.1,protein,2021
PI84987A,43.1,protein,2021
PI88998-1,43.1,protein,2021
PI89009-2,43.1,protein,2021
PI89056-2,43.1,protein,2021
PI91100-2,43.1,protein,2021
PI91730-1,43.1,protein,2021
PI103419A,43.1,protein,2021
PI161431B,43.1,protein,2021
PI291302A,43.1,protein,2021
PI370057B,43.1,protein,2021
PI407386B,43.1,protein,2021
PI407914D,43.1,protein,2021
PI408209C,43.1,protein,2021
PI408298B,43.1,protein,2021
PI417324B,43.1,protein,2021
PI424169A,43.1,protein,2021
PI424195B,43.1,protein,2021
PI424337-2,43.1,protein,2021
PI424364B,43.1,protein,2021
PI424517B,43.1,protein,2021
PI424523A,43.1,protein,2021
PI437105D,43.1,protein,2021
PI437135A,43.1,protein,2021
PI437156B,43.1,protein,2021
PI437167B,43.1,protein,2021
PI437598A,43.1,protein,2021
PI437877A,43.1,protein,2021
PI437888B,43.1,protein,2021
PI437955B,43.1,protein,2021
PI438109C,43.1,protein,2021
PI438233B,43.1,protein,2021
PI438319B,43.1,protein,2021
PI458061B,43.1,protein,2021
PI458067A,43.1,protein,2021
PI458189B,43.1,protein,2021
PI475824B,43.1,protein,2021
PI506733B,43.1,protein,2021
PI507095A,43.1,protein,2021
PI507442A,43.1,protein,2021
PI512322D,43.1,protein,2021
PI587991,43.1,protein,2021
PI587651,43.1,protein,2021
PI591523,43.1,protein,2021
PI567290A,43.1,protein,2021
PI567351B,43.1,protein,2021
PI567516C,43.1,protein,2021
PI567661B,43.1,protein,2021
PI567742B,43.1,protein,2021
PI567770C,43.1,protein,2021
PI567775B,43.1,protein,2021
PI567159A,43.1,protein,2021
PI567216C,43.1,protein,2021
PI567229A,43.1,protein,2021
PI578306A,43.1,protein,2021
PI578323A,43.1,protein,2021
PI592913,43.1,protein,2021
PI592951,43.1,protein,2021
PI594142,43.1,protein,2021
PI594440,43.1,protein,2021
PI594450,43.1,protein,2021
PI594791,43.1,protein,2021
PI594612,43.1,protein,2021
PI588008A,43.1,protein,2021
PI587814C,43.1,protein,2021
PI587557B,43.1,protein,2021
PI588053A,43.1,protein,2021
PI561282E,43.1,protein,2021
PI567344A,43.1,protein,2021
PI592912A,43.1,protein,2021
PI587563D,43.1,protein,2021
PI603296,43.1,protein,2021
PI603297,43.1,protein,2021
PI603359,43.1,protein,2021
PI603715,43.1,protein,2021
PI603908,43.1,protein,2021
PI594568A,43.1,protein,2021
PI594638A,43.1,protein,2021
PI594644A,43.1,protein,2021
PI594659A,43.1,protein,2021
PI594690A,43.1,protein,2021
PI603430A,43.1,protein,2021
PI603444A,43.1,protein,2021
PI603673D,43.1,protein,2021
PI603755D,43.1,protein,2021
PI605834A,43.1,protein,2021
PI605884F,43.1,protein,2021
PI605886B,43.1,protein,2021
FC3609,43.2,protein,2021
PI54617,43.2,protein,2021
PI59845,43.2,protein,2021
PI68576,43.2,protein,2021
PI68610,43.2,protein,2021
PI70201,43.2,protein,2021
PI70247,43.2,protein,2021
PI71506,43.2,protein,2021
PI81764,43.2,protein,2021
PI82259,43.2,protein,2021
PI84611,43.2,protein,2021
PI84660,43.2,protein,2021
PI85355,43.2,protein,2021
PI86032,43.2,protein,2021
PI86053,43.2,protein,2021
PI86449,43.2,protein,2021
PI87530,43.2,protein,2021
PI88790,43.2,protein,2021
PI89058,43.2,protein,2021
PI89146,43.2,protein,2021
PI97081,43.2,protein,2021
PI105579,43.2,protein,2021
PI153261,43.2,protein,2021
PI154193,43.2,protein,2021
PI157484,43.2,protein,2021
PI157488,43.2,protein,2021
PI158765,43.2,protein,2021
PI181541,43.2,protein,2021
PI181562,43.2,protein,2021
PI194655,43.2,protein,2021
PI196148,43.2,protein,2021
PI200546,43.2,protein,2021
PI200549,43.2,protein,2021
PI208789,43.2,protein,2021
PI227563,43.2,protein,2021
PI243550,43.2,protein,2021
PI274421,43.2,protein,2021
PI285093,43.2,protein,2021
PI290118,43.2,protein,2021
PI290125,43.2,protein,2021
PI290135,43.2,protein,2021
PI297508,43.2,protein,2021
PI297525,43.2,protein,2021
PI340023,43.2,protein,2021
PI340026,43.2,protein,2021
PI340028,43.2,protein,2021
PI341248,43.2,protein,2021
PI358313,43.2,protein,2021
PI360837,43.2,protein,2021
PI361081,43.2,protein,2021
PI378661,43.2,protein,2021
PI398246,43.2,protein,2021
PI398281,43.2,protein,2021
PI398296,43.2,protein,2021
PI398343,43.2,protein,2021
PI398376,43.2,protein,2021
PI398408,43.2,protein,2021
PI398437,43.2,protein,2021
PI398491,43.2,protein,2021
PI398518,43.2,protein,2021
PI398520,43.2,protein,2021
PI398539,43.2,protein,2021
PI398557,43.2,protein,2021
PI398644,43.2,protein,2021
PI398675,43.2,protein,2021
PI398736,43.2,protein,2021
PI398893,43.2,protein,2021
PI398899,43.2,protein,2021
PI399030,43.2,protein,2021
PI399054,43.2,protein,2021
PI407884,43.2,protein,2021
PI408069,43.2,protein,2021
PI408122,43.2,protein,2021
PI408158,43.2,protein,2021
PI408236,43.2,protein,2021
PI408286,43.2,protein,2021
PI416763,43.2,protein,2021
PI416774,43.2,protein,2021
PI416784,43.2,protein,2021
PI416823,43.2,protein,2021
PI416833,43.2,protein,2021
PI416888,43.2,protein,2021
PI416917,43.2,protein,2021
PI416948,43.2,protein,2021
PI416965,43.2,protein,2021
PI416969,43.2,protein,2021
PI417059,43.2,protein,2021
PI417068,43.2,protein,2021
PI417204,43.2,protein,2021
PI417335,43.2,protein,2021
PI417399,43.2,protein,2021
PI417405,43.2,protein,2021
PI417406,43.2,protein,2021
PI417410,43.2,protein,2021
PI423710,43.2,protein,2021
PI423806,43.2,protein,2021
PI423815,43.2,protein,2021
PI423885,43.2,protein,2021
PI423906,43.2,protein,2021
PI423978,43.2,protein,2021
PI424162,43.2,protein,2021
PI424239,43.2,protein,2021
PI424298,43.2,protein,2021
PI424356,43.2,protein,2021
PI424529,43.2,protein,2021
PI424548,43.2,protein,2021
PI437107,43.2,protein,2021
PI437158,43.2,protein,2021
PI437364,43.2,protein,2021
PI437447,43.2,protein,2021
PI437519,43.2,protein,2021
PI437523,43.2,protein,2021
PI437589,43.2,protein,2021
PI437612,43.2,protein,2021
PI437634,43.2,protein,2021
PI437700,43.2,protein,2021
PI437712,43.2,protein,2021
PI437713,43.2,protein,2021
PI437737,43.2,protein,2021
PI437758,43.2,protein,2021
PI437819,43.2,protein,2021
PI437889,43.2,protein,2021
PI437919,43.2,protein,2021
PI437937,43.2,protein,2021
PI437986,43.2,protein,2021
PI438009,43.2,protein,2021
PI438150,43.2,protein,2021
PI438165,43.2,protein,2021
PI438193,43.2,protein,2021
PI438203,43.2,protein,2021
PI438498,43.2,protein,2021
PI458141,43.2,protein,2021
PI458156,43.2,protein,2021
PI458180,43.2,protein,2021
PI458505,43.2,protein,2021
PI458517,43.2,protein,2021
PI464877,43.2,protein,2021
PI475818,43.2,protein,2021
PI479741,43.2,protein,2021
PI479748,43.2,protein,2021
PI506482,43.2,protein,2021
PI506533,43.2,protein,2021
PI506545,43.2,protein,2021
PI506599,43.2,protein,2021
PI506612,43.2,protein,2021
PI506628,43.2,protein,2021
PI506635,43.2,protein,2021
PI506699,43.2,protein,2021
PI506714,43.2,protein,2021
PI506763,43.2,protein,2021
PI506878,43.2,protein,2021
PI506963,43.2,protein,2021
PI506965,43.2,protein,2021
PI506979,43.2,protein,2021
PI506995,43.2,protein,2021
PI507000,43.2,protein,2021
PI507057,43.2,protein,2021
PI507072,43.2,protein,2021
PI507101,43.2,protein,2021
PI507150,43.2,protein,2021
PI507187,43.2,protein,2021
PI507223,43.2,protein,2021
PI507307,43.2,protein,2021
PI507343,43.2,protein,2021
PI507349,43.2,protein,2021
PI507357,43.2,protein,2021
PI507380,43.2,protein,2021
PI507383,43.2,protein,2021
PI507398,43.2,protein,2021
PI507413,43.2,protein,2021
PI507465,43.2,protein,2021
PI507504,43.2,protein,2021
PI507670,43.2,protein,2021
PI507682,43.2,protein,2021
PI507697,43.2,protein,2021
PI507744,43.2,protein,2021
PI507781,43.2,protein,2021
PI509102,43.2,protein,2021
PI518702,43.2,protein,2021
PI518830,43.2,protein,2021
PI522222,43.2,protein,2021
PI534648,43.2,protein,2021
PI547680,43.2,protein,2021
PI547704,43.2,protein,2021
PI547842,43.2,protein,2021
PI548343,43.2,protein,2021
PI548400,43.2,protein,2021
PI548426,43.2,protein,2021
PI548430,43.2,protein,2021
PI548451,43.2,protein,2021
PI548512,43.2,protein,2021
PI548537,43.2,protein,2021
PI548551,43.2,protein,2021
PI548663,43.2,protein,2021
PI549022,43.2,protein,2021
PI549078,43.2,protein,2021
PI555453,43.2,protein,2021
PI561238,43.2,protein,2021
PI561367,43.2,protein,2021
PI561391,43.2,protein,2021
PI562374,43.2,protein,2021
PI567153,43.2,protein,2021
PI567154,43.2,protein,2021
PI567169,43.2,protein,2021
PI567185,43.2,protein,2021
PI567228,43.2,protein,2021
PI567354,43.2,protein,2021
PI567421,43.2,protein,2021
PI567592,43.2,protein,2021
PI567750,43.2,protein,2021
PI567781,43.2,protein,2021
PI574484,43.2,protein,2021
PI578351,43.2,protein,2021
PI578480,43.2,protein,2021
FC19976-2,43.2,protein,2021
FC19976-1,43.2,protein,2021
PI80498-1,43.2,protein,2021
PI80844-2,43.2,protein,2021
PI82263-3,43.2,protein,2021
PI86091-1,43.2,protein,2021
PI91121-2,43.2,protein,2021
PI91159-4,43.2,protein,2021
PI91733-1,43.2,protein,2021
PI92601-1,43.2,protein,2021
PI93055S,43.2,protein,2021
PI253651C,43.2,protein,2021
PI269518A,43.2,protein,2021
PI358316C,43.2,protein,2021
PI360963B,43.2,protein,2021
PI361085A,43.2,protein,2021
PI379559C,43.2,protein,2021
PI404155B,43.2,protein,2021
PI404192A,43.2,protein,2021
PI416769A,43.2,protein,2021
PI417513A,43.2,protein,2021
PI423730B,43.2,protein,2021
PI424368A,43.2,protein,2021
PI424368A,43.2,protein,2021
PI424406A,43.2,protein,2021
PI424444B,43.2,protein,2021
PI424569A,43.2,protein,2021
PI437246A,43.2,protein,2021
PI437376A,43.2,protein,2021
PI437500C,43.2,protein,2021
PI437526A,43.2,protein,2021
PI437605B,43.2,protein,2021
PI437645A,43.2,protein,2021
PI437682B,43.2,protein,2021
PI437756A,43.2,protein,2021
PI437860A,43.2,protein,2021
PI438094A,43.2,protein,2021
PI438109B,43.2,protein,2021
PI438234A,43.2,protein,2021
PI438331B,43.2,protein,2021
PI458060A,43.2,protein,2021
PI486354A,43.2,protein,2021
PI503339A,43.2,protein,2021
PI506590B,43.2,protein,2021
PI506801B,43.2,protein,2021
PI507184B,43.2,protein,2021
PI507406A,43.2,protein,2021
PI549049B,43.2,protein,2021
PI561282A,43.2,protein,2021
PI561296C,43.2,protein,2021
PI464929B,43.2,protein,2021
